gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
male,22,27,European/Caucasian-American,European/Caucasian-American,1,6,2,Biochemistry,15.09,18.87,18.87,16.98,16.98,13.21,16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,7.0,8.0,8.0,10.0,7.0,6.0,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,-0.18,7,7.0,1
female,28,25,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,10,1,MBA,20.93,16.28,23.26,16.28,11.63,11.63,13.04,21.74,19.57,17.39,15.22,13.04,6,9,7,8,6,7.0,8.0,8.0,6.0,7.0,6.0,7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,0.4,7,7.0,1
male,23,22,European/Caucasian-American,European/Caucasian-American,1,6,8,'Computational Biochemsistry',16.0,20.0,18.0,20.0,18.0,8.0,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,9.0,8.0,9.0,8.0,7.0,6.0,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,0.03,6,9.0,1
male,28,28,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,6,8,'Business [MBA]',10.0,10.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,6,9,9,9,7,9.0,8.0,8.0,8.0,8.0,6.0,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,0.6,5,8.0,1
male,27,23,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,8,3,'Mathematics; PhD',15.38,19.23,17.31,19.23,9.62,19.23,9.52,19.05,23.81,19.05,4.76,23.81,4,9,7,9,4,4.0,7.0,8.0,5.0,6.0,2.0,5,1,6,8,10,9,6,4,7,9,1,9,9,10,8,3,1,0.0,3,4.0,0
male,23,28,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,7,1,'Masters of Industrial Engineering',10.0,20.0,30.0,10.0,10.0,20.0,25.0,15.0,20.0,20.0,10.0,10.0,8,9,8,8,9,2.0,4.0,6.0,4.0,9.0,4.0,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,0.43,8,6.0,0
female,28,27,European/Caucasian-American,European/Caucasian-American,1,3,3,'International Relations',20.51,23.08,20.51,17.95,2.56,15.38,8.51,19.15,19.15,19.15,19.15,14.89,8,8,8,8,8,3.0,7.0,8.0,3.0,3.0,3.0,8,4,5,8,8,8,8,3,6,6,6,5,8,7,10,9,8,0.45,4,3.0,0
male,30,26,European/Caucasian-American,European/Caucasian-American,1,2,6,MBA,20.0,20.0,10.0,20.0,10.0,20.0,20.0,10.0,22.0,20.0,15.0,13.0,7,10,9,8,8,5.0,6.0,7.0,5.0,8.0,7.0,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,0.38,4,5.0,0
male,25,25,European/Caucasian-American,European/Caucasian-American,1,2,1,Biology,25.0,20.0,25.0,25.0,5.0,0.0,25.0,20.0,30.0,15.0,5.0,5.0,5,9,5,8,6,6.0,6.0,6.0,6.0,7.0,5.0,8,1,5,5,6,5,5,4,2,10,2,7,10,7,8,2,2,0.22,5,5.0,0
male,23,22,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,2,2,'Industrial Engineering/Operations Research',10.0,20.0,15.0,20.0,15.0,20.0,40.0,30.0,0.0,20.0,0.0,10.0,8,9,9,9,8,7.0,6.0,9.0,8.0,8.0,6.0,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,0.09,7,8.0,1
male,29,27,European/Caucasian-American,European/Caucasian-American,1,6,1,film,15.0,15.0,20.0,20.0,15.0,15.0,30.0,15.0,20.0,10.0,10.0,15.0,3,7,6,8,6,8.0,6.0,6.0,6.0,7.0,5.0,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,-0.09,3,5.0,0
female,24,23,European/Caucasian-American,European/Caucasian-American,1,2,8,'Public Health',23.0,14.0,19.0,16.0,10.0,18.0,10.0,15.0,30.0,20.0,15.0,10.0,6,10,8,10,9,7.0,5.0,9.0,9.0,8.0,7.0,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,0.26,6,7.0,1
female,25,26,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,5,'Theatre Management & Producing',70.0,5.0,20.0,3.0,1.0,1.0,15.0,18.0,18.0,18.0,15.0,16.0,8,10,10,10,8,8.0,9.0,9.0,7.0,9.0,5.0,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,0.15,4,8.0,1
female,33,28,European/Caucasian-American,European/Caucasian-American,1,6,2,Law,17.78,20.0,17.78,15.56,15.56,13.33,8.33,20.83,20.83,14.58,16.67,18.75,7,10,7,8,7,8.0,9.0,9.0,8.0,8.0,8.0,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,0.27,6,8.0,1
female,23,30,European/Caucasian-American,European/Caucasian-American,1,1,1,Law,35.0,15.0,25.0,10.0,5.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,7,8,9,7,8,7.0,10.0,10.0,7.0,10.0,5.0,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0.35,1,5.0,0
male,25,33,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,2,1,Biology,25.0,30.0,10.0,10.0,5.0,20.0,25.0,20.0,30.0,15.0,5.0,5.0,5,9,5,8,6,2.0,7.0,7.0,3.0,7.0,2.0,8,1,5,5,6,5,5,4,2,10,2,7,10,7,8,2,2,0.49,5,4.0,0
male,25,26,European/Caucasian-American,Other,0,9,2,Business,20.0,10.0,20.0,30.0,10.0,10.0,50.0,0.0,30.0,10.0,0.0,10.0,6,6,8,8,6,6.0,6.0,7.0,8.0,7.0,7.0,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.42,7,6.0,1
female,28,24,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,0,1,'Social Work',17.0,16.0,17.0,17.0,17.0,16.0,5.0,30.0,20.0,10.0,5.0,30.0,9,8,5,9,3,2.0,7.0,7.0,3.0,6.0,2.0,6,2,5,8,5,6,5,2,9,9,8,9,9,6,6,4,7,-0.3,5,4.0,0
female,22,30,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,3,10,'Elementary Education - Preservice',20.0,40.0,5.0,20.0,5.0,10.0,10.0,25.0,15.0,20.0,15.0,15.0,5,8,8,5,8,2.0,5.0,9.0,5.0,8.0,3.0,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,0.17,5,5.0,0
female,23,32,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,2,2,'Electrical Engineering',50.0,0.0,10.0,30.0,0.0,10.0,20.0,10.0,10.0,30.0,15.0,15.0,8,4,10,8,8,4.0,3.0,5.0,4.0,2.0,2.0,6,5,5,7,8,10,10,3,9,8,5,8,9,9,10,7,8,0.02,6,4.0,0
female,33,27,'Latino/Hispanic American','Latino/Hispanic American',1,2,1,'Ed.D. in higher education policy at TC',25.0,25.0,25.0,15.0,10.0,0.0,40.0,15.0,25.0,5.0,15.0,0.0,10,10,10,10,10,5.0,6.0,7.0,6.0,7.0,0.0,3,4,4,10,9,10,1,1,8,7,10,8,10,1,4,10,4,0.0,2,5.0,0
female,24,23,European/Caucasian-American,European/Caucasian-American,1,4,8,law,25.0,10.0,35.0,15.0,0.0,15.0,35.0,10.0,20.0,20.0,10.0,5.0,8,8,9,8,9,4.0,6.0,5.0,5.0,5.0,5.0,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,-0.35,5,5.0,0
female,27,26,European/Caucasian-American,European/Caucasian-American,1,3,2,Marketing,18.0,18.0,18.0,19.0,13.0,14.0,25.0,15.0,20.0,20.0,20.0,0.0,8,9,8,9,10,6.0,9.0,8.0,7.0,7.0,6.0,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,-0.31,5,6.0,0
female,27,27,'Asian/Pacific Islander/Asian-American','Black/African American',0,3,2,Education,40.0,20.0,20.0,20.0,0.0,0.0,10.0,25.0,20.0,20.0,5.0,20.0,6,9,8,9,6,8.0,5.0,7.0,10.0,7.0,8.0,8,1,5,9,4,3,6,7,8,13,5,2,7,8,9,3,1,0.55,9,8.0,1
male,27,30,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,4,'Environmental Engineering',20.0,20.0,35.0,5.0,10.0,10.0,6.67,19.05,42.86,9.52,14.29,7.62,6,10,6,8,7,9.0,8.0,10.0,7.0,7.0,7.0,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2,0.5,5,9.0,1
female,35,36,European/Caucasian-American,European/Caucasian-American,1,1,1,Anthropology/Education,20.0,16.0,16.0,16.0,16.0,16.0,15.0,20.0,25.0,15.0,15.0,10.0,8,9,9,9,10,8.0,9.0,10.0,9.0,10.0,9.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.64,9,8.0,0
female,22,21,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,10,'Elementary Education - Preservice',35.0,5.0,30.0,20.0,5.0,5.0,10.0,25.0,15.0,20.0,15.0,15.0,5,8,8,5,8,8.0,7.0,9.0,9.0,8.0,5.0,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,0.59,5,7.0,0
female,21,24,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,9,6,Psychology,25.0,15.0,25.0,25.0,15.0,15.0,10.0,20.0,40.0,10.0,10.0,10.0,5,8,6,7,8,7.0,7.0,7.0,6.0,6.0,9.0,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,-0.17,5,9.0,1
female,32,32,'Latino/Hispanic American',European/Caucasian-American,0,1,1,microbiology,30.0,10.0,30.0,20.0,10.0,0.0,30.0,30.0,30.0,5.0,0.0,5.0,7,9,7,8,5,4.0,5.0,6.0,3.0,7.0,3.0,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,0.1,7,4.0,0
male,30,23,European/Caucasian-American,European/Caucasian-American,1,8,8,Business,20.0,25.0,25.0,30.0,5.0,5.0,40.0,10.0,20.0,10.0,0.0,20.0,10,10,10,10,10,8.0,7.0,7.0,8.0,2.0,5.0,10,8,4,10,3,2,2,5,1,9,6,4,6,7,10,4,1,-0.1,7,8.0,1
male,25,27,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,1,Film,10.0,20.0,20.0,10.0,20.0,20.0,15.0,10.0,30.0,10.0,5.0,30.0,6,9,8,9,8,7.0,10.0,7.0,7.0,7.0,5.0,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,0.34,5,7.0,1
female,26,25,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,7,8,Statistics,20.0,20.0,20.0,20.0,5.0,15.0,20.0,25.0,20.0,15.0,15.0,5.0,8,7,8,8,6,4.0,5.0,8.0,8.0,10.0,8.0,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1,0.0,6,8.0,1
male,24,27,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,9,6,'Electrical Engineering',58.0,5.0,8.0,10.0,7.0,12.0,20.0,16.0,16.0,17.0,16.0,15.0,7,9,9,8,9,9.0,8.0,8.0,8.0,8.0,7.0,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,-0.05,8,9.0,1
male,30,25,'Latino/Hispanic American',European/Caucasian-American,0,1,1,'International Affairs',15.38,17.31,17.31,17.31,17.31,15.38,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,6.0,6.0,6.0,5.0,7.0,8.0,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,-0.34,5,5.0,0
female,26,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,6,1,'Creative Writing - Nonfiction',20.0,20.0,20.0,20.0,20.0,0.0,15.0,20.0,15.0,30.0,10.0,10.0,4,7,7,8,7,3.0,2.0,10.0,10.0,10.0,3.0,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,0.41,3,5.0,0
male,27,29,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,2,3,Business,10.0,47.0,16.0,12.0,3.0,12.0,19.0,13.0,18.0,18.0,10.0,22.0,7,8,8,8,6,6.0,7.0,7.0,5.0,6.0,4.0,9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1,0.23,6,5.0,0
female,26,27,European/Caucasian-American,European/Caucasian-American,1,1,5,'Communications in Education',30.0,15.0,20.0,25.0,5.0,5.0,9.0,17.0,23.0,15.0,14.0,22.0,7,10,2,9,8,8.0,9.0,7.0,8.0,7.0,8.0,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,-0.38,2,9.0,1
male,27,33,'Latino/Hispanic American',European/Caucasian-American,0,6,2,'MBA Finance',25.0,20.0,10.0,20.0,20.0,5.0,25.0,25.0,25.0,15.0,10.0,0.0,8,8,8,9,9,9.0,8.0,9.0,8.0,9.0,6.0,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,-0.01,6,8.0,1
female,23,30,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,8,3,'School Psychology',60.0,10.0,10.0,10.0,5.0,5.0,40.0,10.0,15.0,20.0,10.0,5.0,9,9,9,9,8,1.0,10.0,10.0,6.0,5.0,1.0,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,0.04,5,3.0,1
male,29,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,3,2,MBA,15.0,20.0,20.0,20.0,20.0,5.0,25.0,15.0,20.0,20.0,10.0,10.0,6,7,7,9,7,8.0,8.0,7.0,5.0,4.0,4.0,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,0.1,6,8.0,1
female,26,23,European/Caucasian-American,European/Caucasian-American,1,7,8,Statistics,25.0,10.0,35.0,15.0,0.0,15.0,20.0,25.0,20.0,15.0,15.0,5.0,8,7,8,8,6,5.0,2.0,6.0,2.0,5.0,4.0,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1,-0.47,6,5.0,1
female,22,27,European/Caucasian-American,European/Caucasian-American,1,4,8,'Writing: Literary Nonfiction',20.0,20.0,20.0,20.0,10.0,10.0,8.0,20.0,25.0,25.0,12.0,10.0,7,9,8,8,8,7.0,8.0,7.0,7.0,6.0,5.0,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,-0.5,6,5.0,0
female,23,27,European/Caucasian-American,European/Caucasian-American,1,5,2,Nutrition/Genetics,20.51,23.08,20.51,17.95,2.56,15.38,16.0,16.0,16.0,18.0,18.0,16.0,7,8,8,9,9,8.0,8.0,7.0,7.0,6.0,7.0,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,0.27,5,8.0,0
male,21,19,European/Caucasian-American,'Latino/Hispanic American',0,3,1,'Art History/medicine',50.0,15.0,10.0,10.0,10.0,5.0,20.0,15.0,20.0,15.0,12.0,18.0,9,6,10,9,10,8.0,8.0,6.0,6.0,6.0,7.0,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,0.77,6,7.0,1
male,25,21,European/Caucasian-American,European/Caucasian-American,1,3,3,Business,50.0,5.0,20.0,10.0,5.0,10.0,25.0,20.0,15.0,25.0,10.0,5.0,6,8,7,8,9,4.0,5.0,6.0,8.0,7.0,6.0,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,0.1,5,5.0,0
female,32,25,European/Caucasian-American,European/Caucasian-American,1,3,3,'Law and English Literature [J.D./Ph.D.]',25.0,20.0,30.0,15.0,5.0,5.0,15.0,5.0,45.0,10.0,15.0,10.0,7,9,7,10,10,8.0,10.0,10.0,5.0,8.0,4.0,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.44,3,9.0,1
female,22,25,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,10,'Elementary Education - Preservice',50.0,5.0,5.0,5.0,5.0,30.0,10.0,25.0,15.0,20.0,15.0,15.0,5,8,8,5,8,5.0,7.0,8.0,6.0,9.0,5.0,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,0.01,5,6.0,0
female,26,28,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,3,1,nutrition,20.0,30.0,10.0,20.0,0.0,20.0,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6.0,7.0,7.0,7.0,6.0,5.0,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,-0.3,6,6.0,0
female,22,25,European/Caucasian-American,European/Caucasian-American,1,8,3,'Philosophy and Physics',27.0,15.0,28.0,10.0,10.0,10.0,25.0,7.0,25.0,25.0,8.0,10.0,8,7,8,10,8,9.0,8.0,8.0,6.0,8.0,4.0,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.39,6,8.0,1
female,30,30,European/Caucasian-American,European/Caucasian-American,1,4,8,'Educational Psychology',20.0,20.0,25.0,25.0,5.0,5.0,30.0,20.0,30.0,10.0,0.0,10.0,6,8,6,8,8,4.0,5.0,6.0,7.0,7.0,4.0,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,-0.18,4,6.0,0
male,24,28,Other,'Latino/Hispanic American',0,1,1,engineering,0.0,25.0,25.0,25.0,25.0,0.0,20.0,20.0,25.0,25.0,5.0,5.0,8,10,10,10,8,5.0,5.0,5.0,5.0,4.0,4.0,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,0.11,10,4.5,1
male,26,25,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,6,7,'Fundraising Management',15.0,25.0,20.0,15.0,10.0,15.0,30.0,25.0,20.0,10.0,10.0,5.0,8,10,8,8,8,8.0,9.0,9.0,8.0,8.0,7.0,7,2,8,9,9,9,10,2,4,7,5,9,8,6,6,7,9,0.44,8,8.0,1
female,26,21,European/Caucasian-American,European/Caucasian-American,1,7,8,Statistics,15.0,20.0,15.0,30.0,5.0,15.0,20.0,25.0,20.0,15.0,15.0,5.0,8,7,8,8,6,1.0,5.0,5.0,2.0,5.0,2.0,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1,-0.15,6,3.0,0
female,24,28,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,3,Law,50.0,10.0,30.0,10.0,0.0,0.0,5.0,15.0,45.0,25.0,0.0,10.0,6,8,9,8,7,6.0,7.0,8.0,5.0,6.0,5.0,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,0.02,6,6.0,1
female,29,28,European/Caucasian-American,European/Caucasian-American,1,2,7,'SIPA / MIA',17.0,17.0,17.0,17.0,16.0,16.0,15.0,10.0,20.0,20.0,20.0,15.0,7,7,9,8,10,8.0,10.0,8.0,8.0,8.0,8.0,1,1,5,10,8,7,7,1,6,10,1,9,8,9,9,1,5,0.24,5,8.0,0
male,25,32,European/Caucasian-American,European/Caucasian-American,1,1,8,'Clinical Psychology',5.0,25.0,20.0,10.0,15.0,25.0,17.0,18.0,28.0,27.0,5.0,5.0,6,9,9,10,7,8.0,7.0,10.0,8.0,7.0,4.0,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,0.49,7,5.0,0
male,28,25,'Black/African American',Other,0,7,1,'International Affairs',7.0,35.0,20.0,20.0,5.0,13.0,20.0,18.0,20.0,17.0,10.0,15.0,8,10,8,10,10,7.0,9.0,8.0,9.0,6.0,7.0,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,0.33,6,9.0,1
male,27,24,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,Biochemistry,14.29,14.29,21.43,21.43,19.05,9.52,15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,6.0,7.0,7.0,6.0,6.0,5.0,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,-0.24,4,5.0,0
male,29,23,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,8,4,chemistry,16.0,16.0,19.0,17.0,14.0,18.0,30.0,25.0,18.0,18.0,4.0,5.0,7,10,5,7,7,4.0,7.0,7.0,5.0,7.0,5.0,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,0.34,5,5.0,0
male,28,25,European/Caucasian-American,European/Caucasian-American,1,1,1,MBA,20.0,20.0,15.0,15.0,15.0,15.0,40.0,20.0,20.0,20.0,0.0,0.0,8,9,8,8,8,8.0,9.0,9.0,9.0,7.0,5.0,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3,-0.15,7,7.0,1
male,24,27,European/Caucasian-American,'Black/African American',0,1,1,Economics,20.0,20.0,20.0,10.0,10.0,20.0,25.0,35.0,30.0,10.0,0.0,0.0,3,8,3,7,2,4.0,5.0,5.0,3.0,5.0,1.0,8,9,6,5,7,7,2,5,5,9,6,7,4,6,5,2,1,-0.04,3,5.0,0
female,21,28,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,3,EDUCATION,50.0,10.0,10.0,10.0,10.0,10.0,15.0,25.0,15.0,15.0,15.0,15.0,6,10,10,10,10,9.0,9.0,10.0,9.0,10.0,6.0,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,0.13,5,6.0,1
female,24,27,European/Caucasian-American,European/Caucasian-American,1,10,2,'Clinical Psychology',30.0,15.0,20.0,25.0,5.0,5.0,50.0,20.0,10.0,5.0,10.0,5.0,6,10,8,8,8,7.0,6.0,8.0,6.0,7.0,8.0,9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2,0.07,7,5.0,0
female,22,29,European/Caucasian-American,European/Caucasian-American,1,7,1,English,30.0,15.0,15.0,20.0,10.0,10.0,10.0,30.0,20.0,10.0,15.0,15.0,7,10,9,10,10,7.0,7.0,7.0,7.0,7.0,7.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.31,1,7.0,1
female,25,24,European/Caucasian-American,European/Caucasian-American,1,9,7,Mathematics,25.0,35.0,30.0,10.0,0.0,0.0,20.0,23.0,23.0,22.0,7.0,5.0,8,9,9,9,7,6.0,8.0,8.0,8.0,7.0,7.0,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3,0.26,7,8.0,0
male,32,24,Other,'Asian/Pacific Islander/Asian-American',0,3,1,'Political Science',10.0,40.0,10.0,20.0,10.0,10.0,20.0,10.0,30.0,20.0,10.0,10.0,8,8,8,9,7,6.0,6.0,5.0,5.0,6.0,4.0,9,2,7,8,6,4,2,2,2,6,7,3,7,6,8,8,8,0.26,6,5.0,0
female,27,22,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,3,2,Marketing,40.0,8.0,10.0,12.0,10.0,20.0,25.0,15.0,20.0,20.0,20.0,0.0,8,9,8,9,10,5.0,9.0,8.0,6.0,6.0,6.0,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,0.31,5,5.0,0
female,24,28,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,9,7,Neuroscience,16.28,20.93,18.6,18.6,13.95,11.63,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,8.0,10.0,9.0,7.0,7.0,10.0,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,0.7,5,9.0,0
female,23,22,Other,Other,1,6,3,'Social Work',20.0,15.0,20.0,20.0,5.0,10.0,17.0,17.0,17.0,17.0,17.0,15.0,7,9,9,8,9,6.0,7.0,7.0,7.0,7.0,6.0,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,-0.43,7,6.0,0
female,30,25,'Latino/Hispanic American',European/Caucasian-American,0,5,1,'English and Comp Lit',15.56,20.0,20.0,20.0,13.33,11.11,19.15,21.28,17.02,17.02,12.77,12.77,8,10,6,8,10,7.0,6.0,7.0,7.0,7.0,7.0,5,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9,0.22,2,7.0,1
male,26,22,European/Caucasian-American,European/Caucasian-American,1,2,3,Finanace,20.0,22.0,18.0,15.0,15.0,10.0,20.0,35.0,20.0,10.0,10.0,5.0,7,8,5,7,7,6.0,7.0,6.0,8.0,7.0,7.0,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,0.1,7,7.0,0
female,26,23,'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,5,2,'Social Work',40.0,30.0,0.0,20.0,0.0,10.0,10.0,10.0,30.0,20.0,10.0,15.0,3,6,9,7,10,4.0,7.0,7.0,5.0,7.0,5.0,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,-0.39,6,7.0,0
male,25,27,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,3,'Mathematical Finance',50.0,0.0,50.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,5.0,15.0,7,10,10,10,8,7.0,7.0,8.0,7.0,7.0,6.0,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,0.0,6,6.0,1
female,26,25,'Asian/Pacific Islander/Asian-American',Other,0,1,1,MBA,20.0,20.0,20.0,20.0,10.0,10.0,10.0,30.0,30.0,10.0,10.0,10.0,3,8,5,3,6,7.0,5.0,5.0,6.0,5.0,7.0,10,10,9,10,10,8,9,14,9,10,10,10,10,10,10,10,3,-0.38,2,6.0,1
male,27,24,European/Caucasian-American,European/Caucasian-American,1,8,3,'Mathematics; PhD',16.0,16.0,20.0,16.0,18.0,14.0,9.52,19.05,23.81,19.05,4.76,23.81,4,9,7,9,4,7.0,4.0,4.0,4.0,7.0,2.0,5,1,6,8,10,9,6,4,7,9,1,9,9,10,8,3,1,-0.23,3,4.0,0
female,24,30,Other,European/Caucasian-American,0,5,5,'Social Work',25.0,20.0,20.0,20.0,0.0,15.0,50.0,20.0,10.0,5.0,10.0,5.0,10,10,10,10,10,4.0,4.0,6.0,4.0,5.0,3.0,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,0.32,1,4.0,0
female,27,26,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,1,chemistry,40.0,5.0,20.0,10.0,10.0,15.0,10.0,20.0,20.0,10.0,20.0,20.0,8,8,8,8,8,7.0,8.0,8.0,8.0,8.0,8.0,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,0.38,7,7.0,1
male,27,34,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,7,3,'Cognitive Studies in Education',20.0,20.0,20.0,20.0,10.0,10.0,17.0,19.0,18.0,17.0,11.0,18.0,7,10,8,8,7,7.0,9.0,8.0,7.0,6.0,8.0,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,0.31,7,8.0,0
male,30,26,European/Caucasian-American,European/Caucasian-American,1,2,8,journalism,20.0,20.0,10.0,20.0,10.0,20.0,25.0,25.0,25.0,25.0,0.0,0.0,9,10,10,10,7,7.0,6.0,8.0,6.0,8.0,7.0,8,10,4,10,10,10,1,1,4,8,6,9,10,7,8,9,10,0.3,6,7.0,0
