priceRange,alcohol,noiseLevel,attire,delivery,parking,waiterService,outdoorSeating,caters,goodForGroups,goodForKids
$$$$,full_bar,quiet,dressy,No,,Yes,,,Yes,
$$,full_bar,quiet,casual,No,lot,Yes,No,Yes,Yes,
$,none,,,,,,No,,,
$$,none,,,,lot,Yes,,,,
$$,full_bar,quiet,casual,No,lot,No,No,Yes,Yes,
$,none,,,,,,,,,
$,none,,casual,No,,,,,Yes,
$,none,,casual,,,,,,,
$,none,,,,lot,,No,,,
$,none,average,casual,No,,Yes,Yes,,Yes,
$$,none,average,casual,No,,No,No,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,No,Yes,Yes,
$,none,,,,,,,,,
$$$$,full_bar,average,dressy,No,valet,Yes,No,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,Yes,No,Yes,
$,none,average,casual,No,lot,,Yes,No,Yes,
$$,none,,,,street,,,,,
$,none,quiet,casual,Yes,,,Yes,Yes,No,
$$,full_bar,quiet,casual,No,street,No,No,No,Yes,
$$$,full_bar,very_loud,dressy,No,valet,Yes,Yes,Yes,Yes,
$,beer_and_wine,average,casual,No,,Yes,No,No,Yes,
$$,beer_and_wine,very_loud,,,street,,No,,Yes,
$,none,quiet,casual,No,,,,,Yes,
$,full_bar,,,,street,Yes,No,,Yes,
$$,full_bar,very_loud,,,,,Yes,,Yes,
$$,none,quiet,casual,No,lot,Yes,No,Yes,Yes,Yes
$$$,full_bar,quiet,dressy,No,lot,Yes,Yes,Yes,Yes,
$$$,full_bar,loud,casual,No,,Yes,Yes,Yes,Yes,
$$$,full_bar,quiet,casual,No,,,Yes,,Yes,
$$,beer_and_wine,average,casual,No,,,No,,Yes,
$$,full_bar,very_loud,casual,Yes,garage,Yes,Yes,,Yes,
$$,full_bar,loud,casual,No,street,Yes,Yes,No,Yes,
$$,full_bar,average,casual,No,garage,Yes,No,Yes,Yes,
$$,none,average,casual,No,street,Yes,Yes,Yes,No,
$,none,,,,,,,,,
$,none,average,casual,Yes,lot,Yes,No,Yes,Yes,
$,none,loud,casual,Yes,street,Yes,No,,No,
$$,full_bar,loud,casual,No,lot,No,Yes,Yes,Yes,
$$$,none,,,,,,,,,
$$,none,,casual,No,,,No,,Yes,
$,none,,,,lot,,,,,
$,none,average,casual,No,lot,No,No,Yes,Yes,
$$,none,quiet,casual,No,lot,Yes,Yes,No,Yes,
$$,full_bar,average,casual,No,street,Yes,Yes,Yes,Yes,
$$,full_bar,average,casual,No,,,Yes,,Yes,
$$,full_bar,quiet,casual,No,garage,Yes,No,No,Yes,
$$,beer_and_wine,quiet,casual,No,,Yes,Yes,Yes,Yes,
$$,none,average,casual,Yes,,No,No,Yes,Yes,
$,none,,,,street,,Yes,,,
$,none,,casual,Yes,,,Yes,No,No,
$$,beer_and_wine,average,,,lot,,Yes,,Yes,
$$,full_bar,average,casual,No,lot,Yes,No,Yes,Yes,
$,none,average,casual,No,lot,,Yes,No,Yes,
$$,full_bar,average,casual,No,lot,No,No,No,Yes,
$$,none,average,casual,No,lot,No,No,No,Yes,
$$,none,,,,lot,Yes,,,,
$,none,,,No,,No,,,No,
$,none,quiet,casual,No,lot,No,No,Yes,No,
$$,none,,,,lot,Yes,,,,
$,none,average,casual,No,lot,Yes,No,No,Yes,
$,none,,,,lot,,,,,
$$,full_bar,average,casual,No,lot,No,No,Yes,Yes,
$$,full_bar,average,casual,No,street,Yes,No,,Yes,
$,beer_and_wine,average,casual,No,lot,Yes,No,Yes,Yes,Yes
$$,full_bar,average,casual,No,street,Yes,Yes,No,Yes,Yes
$,none,average,casual,Yes,lot,No,No,Yes,Yes,
$,full_bar,average,casual,No,lot,,No,No,Yes,
$$,none,average,casual,Yes,,No,No,Yes,No,
$$,none,,,,garage,,No,,No,
$$,full_bar,loud,casual,Yes,street,Yes,Yes,Yes,Yes,Yes
$$,none,,casual,No,,Yes,No,,Yes,
$,none,average,casual,No,lot,No,Yes,No,Yes,Yes
$$,full_bar,average,casual,No,,No,Yes,,Yes,
$$,none,loud,casual,Yes,,No,No,,Yes,
$$,none,average,casual,Yes,,No,No,No,No,
$,none,,,,lot,,,,,
$$,none,,,,lot,,,,,
$$,full_bar,average,casual,No,,Yes,No,,Yes,
$,none,average,casual,No,lot,No,No,Yes,No,
$$,none,,casual,No,,,No,,Yes,
$$,full_bar,,casual,No,street,Yes,No,,Yes,
$,full_bar,average,casual,No,lot,Yes,Yes,No,Yes,
$,full_bar,,,,,,No,,Yes,
$,none,,,,lot,,,,,
$,none,,casual,Yes,,,No,,,
$,none,average,casual,No,street,Yes,Yes,Yes,Yes,
$$,beer_and_wine,quiet,casual,No,lot,Yes,No,Yes,Yes,
$$$,none,,,,,,,,,
$,none,average,casual,No,,Yes,No,No,No,
$$,full_bar,average,casual,No,,No,No,No,Yes,
$$,none,,casual,Yes,,Yes,No,,No,
$,none,,casual,,,,,,Yes,
$,full_bar,average,,,street,No,No,,Yes,
$$,none,loud,casual,No,,No,Yes,Yes,Yes,
$$,full_bar,quiet,casual,No,street,Yes,Yes,,Yes,
$,none,,casual,No,,No,No,,Yes,
$,none,,,,lot,Yes,,,,
$,none,quiet,casual,No,lot,Yes,No,No,Yes,
$,none,,,,lot,No,Yes,,,
$$,full_bar,loud,,,lot,,Yes,,Yes,
$$,none,loud,casual,No,,,No,,No,
$$$,full_bar,average,casual,No,lot,Yes,No,No,Yes,
$$,none,quiet,casual,No,lot,,No,Yes,Yes,
$,none,average,casual,No,,,No,No,Yes,
$,none,,casual,No,,,Yes,,Yes,
$$,none,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$,full_bar,average,casual,No,,Yes,No,Yes,Yes,
$$,none,,,Yes,lot,,No,,,
$,none,quiet,casual,Yes,street,Yes,Yes,Yes,Yes,
$,full_bar,,,,,,No,,Yes,
$$,full_bar,loud,casual,No,,No,Yes,No,Yes,
$,none,,,,,,,,,
$$,full_bar,average,,,street,,Yes,,Yes,
$$,none,,,No,garage,,No,,,
$$,full_bar,average,,,,,No,Yes,Yes,
$,none,,,,lot,Yes,Yes,,,
$$$$,none,average,casual,No,,No,No,No,Yes,
$$,full_bar,average,casual,No,street,Yes,Yes,,Yes,
$$,none,quiet,casual,Yes,garage,No,No,Yes,Yes,
$,full_bar,quiet,casual,No,street,Yes,Yes,No,Yes,No
$$,none,average,casual,,,No,No,,Yes,
$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$$,full_bar,loud,,,street,Yes,No,,Yes,
$,none,,,,lot,,,,,
$$,full_bar,quiet,casual,No,lot,Yes,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,Yes,No,Yes,
$$,full_bar,,casual,,street,,No,,Yes,
$$,full_bar,average,casual,Yes,lot,No,Yes,,Yes,
$$,none,average,casual,No,lot,No,Yes,Yes,Yes,
$$$,full_bar,average,casual,No,street,Yes,Yes,No,Yes,
$$,none,quiet,,,lot,,No,,Yes,
$$,none,,,,lot,Yes,,,,
$$,beer_and_wine,average,,,garage,,Yes,,Yes,
$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,
$,none,average,casual,No,,No,No,No,Yes,
$$,full_bar,average,casual,Yes,lot,No,No,Yes,Yes,
$$,full_bar,quiet,casual,No,street,Yes,No,Yes,Yes,
$$,full_bar,,casual,No,,,Yes,,Yes,No
$,none,,,,,No,,Yes,,
$$,none,,,,street,,,,,
$,none,,casual,Yes,,,No,Yes,No,
$$,none,,,,street,,,Yes,,
$$,full_bar,average,,,street,Yes,Yes,,Yes,
$$,none,,casual,,,,No,,Yes,
$,none,,,,lot,,,,,
$$,full_bar,average,casual,No,valet,,No,No,Yes,
$$,full_bar,quiet,casual,No,street,No,Yes,Yes,Yes,
$,none,quiet,casual,Yes,lot,,No,Yes,Yes,
$$,none,average,casual,No,,,No,,Yes,
$$,full_bar,average,casual,No,street,Yes,Yes,No,Yes,
$,none,quiet,casual,,,Yes,Yes,,Yes,
$$,none,average,casual,No,,Yes,,,Yes,
$$,none,,,,,,Yes,,,
$$,full_bar,average,casual,No,valet,Yes,Yes,,Yes,
$,none,,casual,No,,,No,,No,
$$,full_bar,average,casual,No,lot,Yes,No,No,Yes,
$$,full_bar,quiet,casual,No,lot,No,No,,Yes,
$,full_bar,average,casual,No,lot,No,Yes,,Yes,
$,none,quiet,casual,Yes,,Yes,Yes,No,Yes,
$$,none,,casual,,,,No,,Yes,
$$,none,quiet,casual,No,lot,Yes,No,No,Yes,Yes
$,none,average,casual,Yes,lot,Yes,No,Yes,Yes,
$,none,average,casual,No,lot,Yes,Yes,,Yes,
$,none,,casual,No,lot,Yes,No,,Yes,
$$$,full_bar,average,casual,No,lot,Yes,No,No,Yes,
$$,none,loud,casual,No,,Yes,Yes,,Yes,
$$,beer_and_wine,average,casual,No,lot,Yes,No,No,No,
$$,none,,,,street,,,,,
$$$,full_bar,average,casual,No,street,Yes,No,No,Yes,
$,none,average,casual,No,lot,,No,Yes,Yes,
$$,beer_and_wine,average,casual,Yes,street,,Yes,Yes,Yes,
$$,full_bar,average,,,,,Yes,,Yes,
$$,none,,,,,,,,,
$,none,,,,,,,,,
$,none,,,,lot,No,No,,,
$$,none,average,casual,No,,Yes,,,Yes,
$$$,full_bar,average,casual,No,garage,Yes,No,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,Yes
$$,beer_and_wine,average,casual,No,lot,No,No,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,Yes,No,Yes,
$,none,average,casual,Yes,lot,Yes,Yes,No,Yes,
$$,none,,,,lot,,Yes,,,
$,none,average,casual,No,lot,Yes,Yes,No,Yes,
$,none,,,,,,,,,
$$,none,,casual,No,lot,,,,Yes,
$$,full_bar,average,casual,No,garage,Yes,Yes,Yes,Yes,Yes
$$,full_bar,average,casual,No,street,Yes,Yes,,Yes,
$$,none,average,casual,Yes,lot,No,Yes,No,No,
$,none,quiet,casual,Yes,lot,Yes,No,Yes,Yes,
$$,none,,,,,,,,No,
$$,none,quiet,casual,No,lot,,No,Yes,No,
$,beer_and_wine,average,casual,No,lot,No,No,Yes,Yes,
$,none,average,casual,No,lot,No,No,Yes,Yes,
$$$,full_bar,average,dressy,No,valet,Yes,Yes,Yes,Yes,
$,none,quiet,casual,Yes,,Yes,Yes,,Yes,
$,none,quiet,casual,No,,Yes,Yes,,No,
$$,none,very_loud,casual,Yes,,,Yes,No,Yes,
$$,full_bar,average,casual,No,,No,Yes,,Yes,Yes
$$,full_bar,loud,casual,No,street,No,No,No,Yes,
$,none,average,casual,No,lot,Yes,Yes,No,Yes,Yes
$$$,full_bar,quiet,casual,No,,,No,,Yes,
$,none,average,casual,No,street,Yes,Yes,No,No,
$$,none,quiet,casual,No,lot,Yes,No,Yes,Yes,
$,none,average,casual,Yes,lot,No,No,,Yes,
$,none,,casual,No,,No,No,,Yes,
$,none,,,,lot,,,,,
$,none,,,,lot,,,,,
$$,full_bar,loud,casual,No,street,No,Yes,,Yes,
$,none,,,Yes,lot,,,,,
$$,beer_and_wine,average,casual,No,lot,Yes,No,No,Yes,
$$,full_bar,,casual,No,lot,Yes,Yes,,Yes,
$,none,,casual,No,,,Yes,,Yes,
$,none,loud,casual,No,,Yes,No,No,Yes,
$,beer_and_wine,average,casual,No,,Yes,Yes,No,Yes,
$$,beer_and_wine,quiet,casual,Yes,,Yes,No,Yes,Yes,
$$,full_bar,loud,casual,No,lot,Yes,Yes,No,Yes,
$$,full_bar,very_loud,,,garage,No,No,,Yes,
$$$,full_bar,loud,casual,,lot,,Yes,,Yes,
$$,full_bar,average,casual,No,garage,No,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,No,No,Yes,
$,none,average,casual,No,lot,Yes,No,No,Yes,Yes
$$$$,full_bar,quiet,dressy,No,,No,Yes,No,,
$,none,quiet,casual,No,,Yes,No,No,Yes,
$,none,average,casual,Yes,lot,Yes,No,No,No,
$$,full_bar,average,casual,No,,No,No,,Yes,
$,none,average,casual,No,,No,No,,,
$$,none,,casual,No,lot,Yes,No,,No,
$,none,quiet,casual,No,,Yes,No,,Yes,
$,none,,,,lot,,,,,
$$$,full_bar,average,dressy,No,lot,Yes,No,,Yes,
$,beer_and_wine,average,casual,No,lot,Yes,Yes,Yes,Yes,
$,none,quiet,casual,No,street,No,No,Yes,Yes,
$,none,,casual,No,,,Yes,Yes,Yes,
$,none,loud,casual,Yes,lot,Yes,Yes,No,Yes,
$,none,,casual,No,,No,No,,Yes,
$$,none,,,,,,Yes,,,
$$,none,,,,lot,No,,,,
$$$,full_bar,average,dressy,No,street,,Yes,Yes,Yes,
$,none,,,,,No,,,,
$$,full_bar,average,casual,No,lot,No,Yes,Yes,Yes,
$,none,quiet,casual,No,lot,No,Yes,No,Yes,
$,none,,,,garage,,No,,,
$$$,none,,,,lot,,,,,
$,full_bar,average,casual,No,,Yes,No,,Yes,
$$,none,,casual,No,,,Yes,,Yes,
$$$,full_bar,average,dressy,No,,,Yes,,No,
$,none,,,,,,,,,
$$,full_bar,very_loud,casual,Yes,,No,Yes,No,Yes,
$,none,very_loud,casual,No,lot,Yes,No,,Yes,
$,none,average,casual,No,lot,No,Yes,Yes,Yes,
$,none,average,casual,,lot,,Yes,Yes,,
$$,full_bar,average,casual,Yes,lot,Yes,Yes,No,Yes,No
$,none,,,,street,,,,,
$$,full_bar,quiet,casual,Yes,lot,Yes,Yes,Yes,Yes,
$$,none,average,casual,Yes,lot,Yes,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,Yes,Yes,Yes,
$$$$,full_bar,average,dressy,No,valet,Yes,Yes,No,Yes,
$$,none,average,casual,No,,Yes,Yes,,,
$$$$,full_bar,average,dressy,No,street,Yes,Yes,No,Yes,
$$,none,average,casual,Yes,,,No,Yes,No,
$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,
$,none,,,,,,Yes,,,
$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$,beer_and_wine,average,casual,No,lot,Yes,Yes,No,Yes,
$$,beer_and_wine,loud,casual,No,street,Yes,Yes,No,Yes,
$$,full_bar,very_loud,casual,No,lot,Yes,No,Yes,Yes,
$$,full_bar,average,casual,No,,,Yes,,Yes,
$,none,quiet,casual,No,lot,No,Yes,Yes,Yes,
$,none,quiet,casual,No,lot,Yes,Yes,No,Yes,
$$,none,quiet,casual,No,lot,No,No,Yes,No,
$$,none,,,,,,,,,
$$,full_bar,average,casual,No,lot,Yes,No,No,Yes,Yes
$$,none,,,,,,,,,
$,none,,casual,No,,Yes,No,,No,
$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$,full_bar,average,casual,No,garage,Yes,Yes,No,Yes,
$,none,quiet,casual,No,lot,Yes,No,,Yes,
$$$$,none,very_loud,casual,No,,,No,No,Yes,
$,none,average,casual,Yes,lot,No,Yes,Yes,Yes,
$,none,quiet,casual,Yes,street,No,No,Yes,Yes,
$,none,,,,lot,,No,,,
$$$,none,quiet,casual,No,,,No,,Yes,
$$,none,,,No,lot,,Yes,,,
$,none,,,,lot,,,,,
$$,none,,,,,,,,,
$,none,,,,lot,Yes,Yes,,,
$,none,,,,lot,,Yes,,,
$$,full_bar,average,casual,No,garage,,No,No,Yes,
$,none,,,,garage,,Yes,,,
$,none,quiet,casual,Yes,,No,No,,No,
$$,beer_and_wine,average,casual,No,street,No,No,No,Yes,
$,none,,,,lot,,,,,
$,none,,,,,,,,,
$$,full_bar,,casual,No,,,No,,Yes,
$$,full_bar,average,dressy,No,,Yes,No,No,Yes,
$$,beer_and_wine,average,casual,No,lot,Yes,Yes,No,Yes,
$$,none,,,,street,,,,,
$,full_bar,,,,,,Yes,,Yes,
$$,beer_and_wine,average,casual,No,lot,Yes,No,Yes,Yes,
$,none,,casual,No,,Yes,No,,Yes,
$,none,quiet,casual,No,,No,No,No,Yes,
$$,none,average,casual,Yes,,No,Yes,Yes,Yes,
$$,beer_and_wine,average,,,lot,,Yes,,Yes,
$$,full_bar,average,casual,No,street,Yes,Yes,No,No,
$$,beer_and_wine,average,casual,Yes,lot,Yes,No,Yes,Yes,
$,none,,,,lot,,,,,
$,none,,,,lot,,,,,
$,none,,casual,No,,,No,,Yes,
$,none,average,casual,No,lot,Yes,Yes,No,Yes,
$$,full_bar,average,casual,No,valet,No,Yes,Yes,Yes,
$$,full_bar,average,casual,No,street,No,Yes,No,No,
$,none,average,casual,No,,No,No,No,Yes,
$$,none,average,casual,No,,Yes,No,Yes,Yes,
$$,none,average,casual,Yes,street,Yes,No,No,Yes,No
$,none,average,casual,No,,,Yes,,Yes,
$$,none,quiet,casual,No,street,Yes,No,,Yes,
$,none,,casual,No,,Yes,,,Yes,
$$,none,,,,garage,,,,,
$,none,,,,lot,,Yes,,,
$$,full_bar,,casual,,lot,Yes,No,Yes,Yes,
$$,none,,,,lot,No,,,,
$$,none,average,casual,No,street,No,No,Yes,Yes,
$,full_bar,average,casual,No,lot,Yes,No,,Yes,
$,none,average,casual,No,,Yes,No,No,No,
$$,full_bar,,casual,,lot,No,Yes,,Yes,
$$,beer_and_wine,average,casual,No,lot,Yes,No,Yes,Yes,
$,none,average,casual,No,,Yes,Yes,No,Yes,
$,none,,casual,No,,,,No,Yes,
$,full_bar,average,casual,Yes,lot,Yes,Yes,Yes,Yes,
$$,none,quiet,casual,Yes,,Yes,No,No,Yes,
$,none,quiet,casual,Yes,lot,No,No,,Yes,
$,beer_and_wine,average,casual,No,,Yes,Yes,Yes,Yes,
$$$$,full_bar,average,dressy,No,valet,No,No,Yes,Yes,
$,none,,,,lot,,,,,
$$,none,,,Yes,,,,No,,
$$,none,average,casual,No,lot,Yes,Yes,Yes,Yes,Yes
$$,full_bar,average,casual,No,lot,Yes,Yes,No,Yes,
$,none,average,casual,No,,Yes,Yes,,Yes,
$$,none,,,,,,,,,
$,none,average,casual,No,,Yes,No,No,No,
$$,none,quiet,casual,No,street,Yes,Yes,Yes,No,
$$,full_bar,,casual,No,lot,Yes,No,Yes,Yes,
$,none,average,casual,No,lot,Yes,Yes,Yes,Yes,
$,none,average,casual,No,,,No,,Yes,
$,beer_and_wine,quiet,casual,No,lot,No,Yes,Yes,Yes,
$$,none,,,,lot,,,,,
$$,full_bar,average,casual,No,,,Yes,,Yes,
$$,none,average,casual,No,,Yes,Yes,Yes,Yes,
$,none,loud,casual,No,lot,Yes,No,No,Yes,
$,none,average,casual,No,lot,Yes,No,No,No,
$,none,average,casual,Yes,,,Yes,,No,
$$,none,,,,lot,,,,,
$,none,,casual,No,,,No,,No,
$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$,beer_and_wine,average,casual,No,garage,Yes,No,No,Yes,Yes
$$,beer_and_wine,,casual,No,,,,,Yes,
$,none,average,casual,No,lot,No,No,No,Yes,
$$,none,,,,lot,,Yes,,,
$,none,,,,garage,,Yes,,,
$$,full_bar,quiet,,,,,Yes,,Yes,
$$$,full_bar,average,casual,No,lot,No,No,No,Yes,No
$$$,full_bar,average,,,,,Yes,,Yes,
$$,beer_and_wine,average,casual,No,street,No,Yes,Yes,No,Yes
$$,full_bar,average,,,street,,Yes,,Yes,
$,none,average,casual,Yes,lot,No,No,Yes,Yes,
$$,none,average,casual,Yes,,,Yes,,Yes,
$,none,average,casual,No,lot,No,No,No,Yes,
$,none,average,casual,No,,No,Yes,No,No,
$,none,,,,lot,,No,,,
$,none,,casual,Yes,lot,No,Yes,Yes,Yes,
$$,none,,casual,No,,,No,,No,
$$,full_bar,average,casual,No,,Yes,,,Yes,
$$,full_bar,average,casual,No,lot,No,No,Yes,Yes,
$,none,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$,full_bar,average,casual,No,valet,Yes,Yes,No,Yes,
$,none,,casual,No,,,No,,Yes,
$,none,average,casual,No,lot,Yes,No,No,Yes,
$,none,quiet,casual,Yes,,Yes,No,No,Yes,
$,none,,,,lot,Yes,,,,
$$,full_bar,,casual,No,,Yes,Yes,,Yes,
$,none,,,,lot,,Yes,,,
$,none,,casual,No,,No,No,,Yes,
$$$,full_bar,average,casual,No,street,No,Yes,,Yes,
$$,beer_and_wine,average,casual,No,lot,Yes,No,Yes,Yes,
$$,none,,,,garage,,Yes,,,
$$$,none,,,,,,,,,
$,none,,casual,No,lot,,,,Yes,
$$,beer_and_wine,average,casual,No,lot,No,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,Yes,No,Yes,No
$,none,average,casual,Yes,lot,No,Yes,No,Yes,
$$,none,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$,full_bar,average,casual,No,,No,No,No,Yes,
$,none,average,casual,Yes,street,No,Yes,Yes,No,
$,none,average,casual,No,lot,Yes,No,No,Yes,Yes
$,full_bar,loud,,,lot,,No,,Yes,
$$$,full_bar,quiet,dressy,No,,Yes,,Yes,,
$,none,,,,lot,Yes,,,,
$$$,none,quiet,,,,No,,No,,
$$,beer_and_wine,quiet,casual,No,,No,Yes,Yes,No,
$,full_bar,,casual,No,,No,No,No,No,
$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,Yes
$,none,average,casual,No,lot,Yes,No,No,Yes,No
$,none,average,casual,Yes,lot,Yes,No,No,No,
$,beer_and_wine,quiet,casual,Yes,lot,Yes,No,Yes,Yes,
$$,full_bar,average,casual,No,street,Yes,Yes,,Yes,
$$,none,,,,,,No,,,
$$,full_bar,average,casual,No,lot,,Yes,No,Yes,
$$$,full_bar,average,casual,No,street,Yes,Yes,No,Yes,
$,none,quiet,casual,Yes,,Yes,No,,Yes,
$,none,,,,lot,,,,,
$$,none,quiet,casual,No,lot,Yes,No,Yes,No,
$,none,,,,,,,,,
$,full_bar,average,casual,,,Yes,Yes,,Yes,
$$$,none,,casual,Yes,,Yes,No,,,
$,beer_and_wine,average,casual,No,lot,Yes,Yes,No,Yes,
$,none,average,casual,No,lot,Yes,Yes,,Yes,
$,none,average,casual,No,,Yes,No,No,No,
$,none,average,casual,No,,No,,Yes,Yes,
$,none,average,casual,No,,Yes,Yes,,Yes,
$,none,average,casual,No,,No,No,No,Yes,
$,none,,,,,,,,,
$$,beer_and_wine,average,casual,No,garage,Yes,Yes,Yes,Yes,
$,none,quiet,casual,Yes,,Yes,No,,No,
$,beer_and_wine,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$,full_bar,very_loud,,,garage,Yes,No,,Yes,
$$,none,loud,casual,Yes,,Yes,No,No,Yes,
$$,full_bar,very_loud,,,garage,,No,,Yes,
$,none,,,No,street,,,,,
$$,none,quiet,casual,No,,Yes,No,,Yes,
$,full_bar,average,,,lot,No,No,,Yes,
$$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,Yes
$$,none,,,,,,,,,
$$,none,,,,street,,,,,
$,none,,,,garage,Yes,,,,
$,none,very_loud,casual,Yes,street,Yes,No,No,Yes,
$,none,average,casual,No,,Yes,No,,No,
$,none,,casual,Yes,,No,No,No,No,
$,none,average,casual,No,lot,No,Yes,,Yes,
$,none,average,casual,No,,Yes,No,No,No,
$$,full_bar,average,casual,No,lot,,Yes,,Yes,
$,none,average,casual,No,,Yes,No,No,Yes,
$,full_bar,average,casual,No,lot,Yes,No,No,Yes,
$$,none,,,,garage,,,,,
$$,beer_and_wine,average,casual,No,valet,,Yes,No,Yes,
$$,none,,,,lot,,,,,
$,none,quiet,casual,Yes,lot,No,No,Yes,Yes,
$,none,average,casual,No,,Yes,Yes,,Yes,
$,none,,,,,,,,No,
$$$,none,,,,,,Yes,,,
$,none,average,casual,No,,No,No,,Yes,
$$,none,,casual,Yes,lot,Yes,No,,Yes,
$$,full_bar,very_loud,,,street,,Yes,,Yes,
$,none,quiet,casual,Yes,lot,Yes,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,Yes
$$,beer_and_wine,quiet,casual,No,street,Yes,Yes,,Yes,Yes
$,beer_and_wine,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$$,full_bar,average,casual,No,garage,No,No,No,Yes,No
$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,Yes
$$,full_bar,average,casual,No,valet,Yes,No,No,Yes,Yes
$$,none,,,,garage,,,,,
$$$,full_bar,average,casual,No,garage,No,No,No,Yes,Yes
$$,none,,,,lot,,Yes,,,
$$,full_bar,average,casual,No,street,Yes,No,,Yes,Yes
$,none,,,,,No,,,,
$$,full_bar,average,casual,No,street,Yes,Yes,Yes,Yes,
$$,full_bar,loud,,,,No,Yes,,Yes,
$$,full_bar,average,casual,No,,No,Yes,,Yes,
$,none,quiet,casual,No,lot,No,No,No,Yes,
$$,none,,,,lot,Yes,,,,
$,none,,,,lot,,,,,
$,none,very_loud,casual,No,,,No,,Yes,
$,none,,,,lot,,,,,
$$,full_bar,,casual,No,lot,Yes,Yes,,Yes,
$,none,quiet,casual,No,lot,Yes,No,No,Yes,
$$,beer_and_wine,quiet,casual,Yes,,No,No,,Yes,
$,full_bar,,,No,street,No,Yes,No,Yes,
$$,none,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$,none,,,,lot,Yes,,,,
$$,none,average,casual,Yes,,Yes,,,Yes,
$$,full_bar,quiet,casual,No,lot,Yes,No,Yes,Yes,Yes
$,none,,casual,No,,,Yes,No,Yes,
$,full_bar,loud,casual,No,lot,Yes,No,No,Yes,
$$,full_bar,average,casual,Yes,,Yes,Yes,Yes,Yes,
$$,full_bar,loud,,,,No,No,,Yes,
$$$,full_bar,average,casual,No,lot,Yes,No,No,Yes,
$$,full_bar,average,,,lot,,Yes,,Yes,
$,none,,,Yes,,,,,No,
$$,beer_and_wine,average,casual,No,garage,No,No,No,Yes,
$$,full_bar,average,casual,No,lot,No,Yes,Yes,Yes,
$$,none,,,,street,,,,,
$,none,quiet,casual,No,lot,No,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,
$,full_bar,average,casual,No,,Yes,No,,Yes,
$$,none,average,casual,No,lot,,No,Yes,Yes,
$,none,,casual,No,,,No,,Yes,
$$,full_bar,average,casual,No,street,Yes,Yes,No,Yes,
$,none,quiet,casual,,,,,,Yes,
$$,full_bar,quiet,casual,No,lot,No,No,Yes,Yes,
$$,full_bar,quiet,casual,,,Yes,Yes,,No,
$,full_bar,average,casual,No,lot,Yes,Yes,No,Yes,
$,none,average,casual,No,lot,Yes,Yes,Yes,Yes,
$,none,average,casual,No,lot,,No,No,Yes,
$$$,full_bar,average,casual,No,lot,Yes,Yes,No,Yes,
$$,full_bar,average,casual,No,,,No,No,Yes,
$$,none,,,,lot,,,,,
$,none,loud,casual,No,street,Yes,No,,Yes,
$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$,none,,,,,,,,,
$,full_bar,,casual,,street,Yes,Yes,,No,
$,none,average,casual,No,,Yes,No,No,No,
$,none,quiet,casual,No,,No,No,Yes,Yes,
$$$,full_bar,average,casual,No,lot,Yes,No,No,Yes,
$$,none,,casual,Yes,,,No,,Yes,
$$,full_bar,average,casual,No,lot,No,Yes,,Yes,
$,none,quiet,casual,No,lot,Yes,Yes,,Yes,
$,none,average,casual,No,street,No,Yes,Yes,Yes,
$,none,average,casual,No,,No,Yes,Yes,Yes,
$$,none,,,,lot,,,,,
$$$,full_bar,very_loud,dressy,No,valet,Yes,Yes,No,Yes,
$,none,,,,,,No,,,
$$,none,average,casual,No,garage,,No,No,No,
$$,none,,casual,Yes,street,No,No,Yes,Yes,
$$,full_bar,average,casual,No,valet,Yes,Yes,No,Yes,
$,none,,,,lot,,No,,,
$$,none,,,,lot,,,,,
$$$,full_bar,average,casual,No,lot,Yes,No,No,Yes,No
$$$,full_bar,average,casual,No,street,Yes,No,No,Yes,
$,none,average,casual,Yes,lot,Yes,Yes,,No,
